Question ID,Language,Date
27725784,c++,2014-12-31
27725794,sql,2014-12-31
27725796,php,2014-12-31
27725803,swift,2014-12-31
27725813,python,2014-12-31
27725814,java,2014-12-31
27725822,javascript,2014-12-31
27725832,python,2014-12-31
27725835,python,2014-12-31
27725961,c++,2014-12-31
27725850,java,2014-12-31
27725854,java,2014-12-31
27725860,php,2014-12-31
27725866,c#,2014-12-31
27725870,sql,2014-12-31
27725879,java,2014-12-31
27725886,php,2014-12-31
27725887,php,2014-12-31
27725893,javascript,2014-12-31
27725907,sql,2014-12-31
27725917,r,2014-12-31
27725928,c++,2014-12-31
27725939,c#,2014-12-31
27725943,objective-c,2014-12-31
27725954,c++,2014-12-31
27725955,python,2014-12-31
27725968,java,2014-12-31
27725973,c#,2014-12-31
27725979,objective-c,2014-12-31
27725980,php,2014-12-31
27725982,sql,2014-12-31
27725985,php,2014-12-31
27725987,python,2014-12-31
27725991,java,2014-12-31
27725992,php,2014-12-31
27725994,javascript,2014-12-31
27725996,javascript,2014-12-31
27726006,javascript,2014-12-31
27726007,java,2014-12-31
27726011,python,2014-12-31
27726019,swift,2014-12-31
27726021,java,2014-12-31
27726034,javascript,2014-12-31
27726035,c#,2014-12-31
27726044,php,2014-12-31
27726049,c++,2014-12-31
27726050,swift,2014-12-31
27726052,javascript,2014-12-31
27726056,javascript,2014-12-31
27726059,sql,2014-12-31
27726061,php,2014-12-31
27726062,scala,2014-12-31
27726071,javascript,2014-12-31
27726072,javascript,2014-12-31
27726082,objective-c,2014-12-31
27726087,python,2014-12-31
27726118,javascript,2014-12-31
27726125,php,2014-12-31
27726134,r,2014-12-31
27726135,java,2014-12-31
27726141,php,2014-12-31
27726142,python,2014-12-31
27726147,javascript,2014-12-31
27726152,swift,2014-12-31
27726153,javascript,2014-12-31
27726160,php,2014-12-31
27726161,php,2014-12-31
27726165,ruby,2014-12-31
27726166,javascript,2014-12-31
27726175,c#,2014-12-31
27726176,bash,2014-12-31
27726181,c++,2014-12-31
27726184,python,2014-12-31
27726186,sql,2014-12-31
27726189,php,2014-12-31
27726199,java,2014-12-31
27726212,php,2014-12-31
27726221,java,2014-12-31
27726224,javascript,2014-12-31
27726228,objective-c,2014-12-31
27726232,javascript,2014-12-31
27726236,python,2014-12-31
27726245,python,2014-12-31
27726248,php,2014-12-31
27726270,python,2014-12-31
27726275,c++,2014-12-31
27726278,javascript,2014-12-31
27726299,c++,2014-12-31
27726306,python,2014-12-31
27726307,c#,2014-12-31
27726314,javascript,2014-12-31
27726316,r,2014-12-31
27726321,c,2014-12-31
27726445,c++,2014-12-31
27726339,java,2014-12-31
27726347,php,2014-12-31
27726357,javascript,2014-12-31
27726358,r,2014-12-31
27726365,c#,2014-12-31
27726369,php,2014-12-31
27726373,haskell,2014-12-31
27726391,c,2014-12-31
27726394,r,2014-12-31
27726397,php,2014-12-31
27726414,java,2014-12-31
27726425,python,2014-12-31
27726426,javascript,2014-12-31
27726428,java,2014-12-31
27726447,javascript,2014-12-31
27726457,c#,2014-12-31
27726474,php,2014-12-31
27726475,python,2014-12-31
27726479,javascript,2014-12-31
27726480,bash,2014-12-31
27726482,java,2014-12-31
27726483,c#,2014-12-31
27726496,javascript,2014-12-31
27726501,dart,2014-12-31
27726502,c++,2014-12-31
27726506,python,2014-12-31
27726508,ruby,2014-12-31
27726510,php,2014-12-31
27726515,python,2014-12-31
27726516,swift,2014-12-31
27726532,java,2014-12-31
27726533,java,2014-12-31
27726541,c#,2014-12-31
27726545,python,2014-12-31
27726549,python,2014-12-31
27726550,c#,2014-12-31
27726552,php,2014-12-31
27726555,haskell,2014-12-31
27726562,c++,2014-12-31
27726573,javascript,2014-12-31
27726578,swift,2014-12-31
27726580,c,2014-12-31
27726592,python,2014-12-31
27726602,python,2014-12-31
27726605,php,2014-12-31
27726606,java,2014-12-31
27726611,c,2014-12-31
27726612,swift,2014-12-31
27726614,javascript,2014-12-31
27726618,javascript,2014-12-31
27726627,sql,2014-12-31
27726631,javascript,2014-12-31
27726632,java,2014-12-31
27726639,python,2014-12-31
27726641,c#,2014-12-31
27726664,java,2014-12-31
27726665,java,2014-12-31
27726667,sql,2014-12-31
27726677,objective-c,2014-12-31
27726678,bash,2014-12-31
27726695,c++,2014-12-31
27726700,c++,2014-12-31
27726702,javascript,2014-12-31
27726705,javascript,2014-12-31
27726716,sql,2014-12-31
27726719,java,2014-12-31
27726725,javascript,2014-12-31
27726727,javascript,2014-12-31
27726739,haskell,2014-12-31
27726743,javascript,2014-12-31
27726744,javascript,2014-12-31
27726750,python,2014-12-31
27726752,matlab,2014-12-31
27726754,sql,2014-12-31
27726755,php,2014-12-31
27726756,java,2014-12-31
27726758,java,2014-12-31
27726759,java,2014-12-31
27726767,java,2014-12-31
27726777,c#,2014-12-31
27726779,java,2014-12-31
27726790,python,2014-12-31
27726793,swift,2014-12-31
27726799,javascript,2014-12-31
27726805,java,2014-12-31
27726806,javascript,2014-12-31
27726810,sql,2014-12-31
27726815,python,2014-12-31
27726816,javascript,2014-12-31
27726833,javascript,2014-12-31
27726838,javascript,2014-12-31
27726839,python,2014-12-31
27726843,c#,2014-12-31
27726849,python,2014-12-31
27726856,objective-c,2014-12-31
27726869,javascript,2014-12-31
27726870,java,2014-12-31
27726879,php,2014-12-31
27726884,java,2014-12-31
27726886,swift,2014-12-31
27726890,php,2014-12-31
27726892,php,2014-12-31
27726894,java,2014-12-31
27726902,javascript,2014-12-31
27726914,javascript,2014-12-31
27727149,r,2014-12-31
27726925,javascript,2014-12-31
27726937,c++,2014-12-31
27726942,python,2014-12-31
27726944,matlab,2014-12-31
27726947,c,2014-12-31
27726949,c#,2014-12-31
27726964,javascript,2014-12-31
27726965,java,2014-12-31
27726966,python,2014-12-31
27726968,java,2014-12-31
27726971,java,2014-12-31
27726973,python,2014-12-31
27726974,ruby,2014-12-31
27726977,r,2014-12-31
27726979,javascript,2014-12-31
27726980,php,2014-12-31
27726988,c#,2014-12-31
27726989,php,2014-12-31
27726992,ruby,2014-12-31
27726999,javascript,2014-12-31
27727004,c#,2014-12-31
27727010,php,2014-12-31
27727012,c++,2014-12-31
27727015,sql,2014-12-31
27727016,javascript,2014-12-31
27727017,javascript,2014-12-31
27727023,c,2014-12-31
27727024,javascript,2014-12-31
27727026,r,2014-12-31
27727035,swift,2014-12-31
27727036,javascript,2014-12-31
27727046,java,2014-12-31
27727048,python,2014-12-31
27727059,c#,2014-12-31
27727069,c#,2014-12-31
27727073,php,2014-12-31
27727078,php,2014-12-31
27727079,swift,2014-12-31
27727082,java,2014-12-31
27727113,java,2014-12-31
27727114,php,2014-12-31
27727116,c,2014-12-31
27727117,python,2014-12-31
27727122,javascript,2014-12-31
27727144,javascript,2014-12-31
27727146,php,2014-12-31
27727153,python,2014-12-31
27727158,php,2014-12-31
27727159,r,2014-12-31
27727168,c,2014-12-31
27727169,bash,2014-12-31
27727192,java,2014-12-31
27727193,c#,2014-12-31
27727202,javascript,2014-12-31
27727205,objective-c,2014-12-31
27727212,java,2014-12-31
27727216,php,2014-12-31
27727217,c++,2014-12-31
27727221,c#,2014-12-31
27727230,swift,2014-12-31
27727237,python,2014-12-31
27727242,haskell,2014-12-31
27727250,python,2014-12-31
27727266,java,2014-12-31
27727270,sql,2014-12-31
27727273,python,2014-12-31
27727287,javascript,2014-12-31
27727288,swift,2014-12-31
27727297,swift,2014-12-31
27727301,php,2014-12-31
27727307,python,2014-12-31
27727311,ruby,2014-12-31
27727313,java,2014-12-31
27727315,ruby,2014-12-31
27727318,php,2014-12-31
27727325,javascript,2014-12-31
27727328,javascript,2014-12-31
27727333,java,2014-12-31
27727348,c++,2014-12-31
27727352,java,2014-12-31
27727353,java,2014-12-31
27727354,java,2014-12-31
27727355,c,2014-12-31
27727356,java,2014-12-31
27727360,php,2014-12-31
27727364,python,2014-12-31
27727375,bash,2014-12-31
27727377,sql,2014-12-31
27727379,swift,2014-12-31
27727385,php,2015-01-01
27727391,swift,2015-01-01
27727394,php,2015-01-01
27727406,c#,2015-01-01
27727407,java,2015-01-01
27727408,c#,2015-01-01
27727410,ruby,2015-01-01
27727414,javascript,2015-01-01
27727418,php,2015-01-01
27727429,javascript,2015-01-01
27727433,c,2015-01-01
27727434,objective-c,2015-01-01
27727439,java,2015-01-01
27727444,java,2015-01-01
27727459,c,2015-01-01
27727464,javascript,2015-01-01
27727468,objective-c,2015-01-01
27727481,c++,2015-01-01
27727484,php,2015-01-01
27727486,python,2015-01-01
27727489,javascript,2015-01-01
27727495,javascript,2015-01-01
27727498,javascript,2015-01-01
27727503,swift,2015-01-01
27727513,bash,2015-01-01
27727514,swift,2015-01-01
27727520,python,2015-01-01
27727522,java,2015-01-01
27727532,swift,2015-01-01
27727533,c++,2015-01-01
27727535,objective-c,2015-01-01
27727536,sql,2015-01-01
27727546,java,2015-01-01
27727550,bash,2015-01-01
27727560,javascript,2015-01-01
27727571,r,2015-01-01
27727572,lua,2015-01-01
27727575,haskell,2015-01-01
27727580,php,2015-01-01
27727583,javascript,2015-01-01
27727584,r,2015-01-01
27727586,python,2015-01-01
27727589,c,2015-01-01
27727590,r,2015-01-01
27727605,objective-c,2015-01-01
27727612,bash,2015-01-01
27727613,swift,2015-01-01
27727620,javascript,2015-01-01
27727628,c#,2015-01-01
27727637,c++,2015-01-01
27727655,javascript,2015-01-01
27727656,php,2015-01-01
27727657,python,2015-01-01
27727666,python,2015-01-01
27727675,swift,2015-01-01
27727676,java,2015-01-01
27727680,ruby,2015-01-01
27727682,c#,2015-01-01
27727684,c#,2015-01-01
27727690,java,2015-01-01
27727691,sql,2015-01-01
27727693,java,2015-01-01
27727699,javascript,2015-01-01
27727705,swift,2015-01-01
27727707,java,2015-01-01
27727710,objective-c,2015-01-01
27727712,python,2015-01-01
27727716,assembly,2015-01-01
27727719,python,2015-01-01
27727733,c++,2015-01-01
27727744,php,2015-01-01
27727748,javascript,2015-01-01
27727749,javascript,2015-01-01
27727751,c#,2015-01-01
27727762,python,2015-01-01
27727765,php,2015-01-01
27727771,c++,2015-01-01
27727779,php,2015-01-01
27727781,javascript,2015-01-01
27727785,ruby,2015-01-01
27727790,r,2015-01-01
27727794,java,2015-01-01
27727800,java,2015-01-01
27727803,javascript,2015-01-01
27727811,java,2015-01-01
27727816,c++,2015-01-01
27727820,java,2015-01-01
27727821,javascript,2015-01-01
27727822,javascript,2015-01-01
27727833,r,2015-01-01
27727852,python,2015-01-01
27727853,c,2015-01-01
27727855,javascript,2015-01-01
27727862,php,2015-01-01
27727863,java,2015-01-01
27727864,php,2015-01-01
27727866,java,2015-01-01
27727882,javascript,2015-01-01
27727888,javascript,2015-01-01
27727893,java,2015-01-01
27727904,r,2015-01-01
27727908,javascript,2015-01-01
27727909,javascript,2015-01-01
27727912,java,2015-01-01
27727919,python,2015-01-01
27727924,java,2015-01-01
27727926,python,2015-01-01
27727933,javascript,2015-01-01
27727936,python,2015-01-01
27727944,java,2015-01-01
27727949,c,2015-01-01
27727953,php,2015-01-01
27727959,javascript,2015-01-01
27727960,java,2015-01-01
27727972,objective-c,2015-01-01
27727980,haskell,2015-01-01
27727982,java,2015-01-01
27727989,swift,2015-01-01
27727993,javascript,2015-01-01
27727998,objective-c,2015-01-01
27728010,java,2015-01-01
27728014,javascript,2015-01-01
27728021,python,2015-01-01
27728035,java,2015-01-01
27728047,sql,2015-01-01
27728050,javascript,2015-01-01
27728052,c,2015-01-01
27728053,java,2015-01-01
27728058,java,2015-01-01
27728064,javascript,2015-01-01
27728065,java,2015-01-01
27728073,php,2015-01-01
27728074,javascript,2015-01-01
27728075,java,2015-01-01
27728083,swift,2015-01-01
27728087,c#,2015-01-01
27728100,c#,2015-01-01
27728111,r,2015-01-01
27728115,swift,2015-01-01
27728117,ruby,2015-01-01
27728130,java,2015-01-01
27728132,javascript,2015-01-01
27728137,java,2015-01-01
27728143,c,2015-01-01
27728146,go,2015-01-01
27728151,javascript,2015-01-01
27728157,go,2015-01-01
27728160,swift,2015-01-01
27728161,c#,2015-01-01
27728167,javascript,2015-01-01
27728171,python,2015-01-01
27728172,sql,2015-01-01
27728175,php,2015-01-01
27728197,php,2015-01-01
27728214,javascript,2015-01-01
27728219,javascript,2015-01-01
27728223,java,2015-01-01
27728225,sql,2015-01-01
27728231,c#,2015-01-01
27728245,python,2015-01-01
27728248,javascript,2015-01-01
27728255,haskell,2015-01-01
27728258,java,2015-01-01
27728270,javascript,2015-01-01
27728279,php,2015-01-01
27728283,php,2015-01-01
27728286,php,2015-01-01
27728293,c++,2015-01-01
27728294,c#,2015-01-01
27728316,c++,2015-01-01
27728318,r,2015-01-01
27728324,php,2015-01-01
27728326,ruby,2015-01-01
27728331,python,2015-01-01
27728337,java,2015-01-01
27728349,java,2015-01-01
27728350,swift,2015-01-01
27728354,c#,2015-01-01
27728355,php,2015-01-01
27728359,python,2015-01-01
27728369,php,2015-01-01
27728377,javascript,2015-01-01
27728384,java,2015-01-01
27728392,php,2015-01-01
27728397,java,2015-01-01
27728399,java,2015-01-01
27728400,java,2015-01-01
27728401,java,2015-01-01
27728413,php,2015-01-01
27728421,python,2015-01-01
27728422,javascript,2015-01-01
27728439,java,2015-01-01
27728442,javascript,2015-01-01
27728445,c#,2015-01-01
27728465,javascript,2015-01-01
27728466,swift,2015-01-01
27728472,python,2015-01-01
27728475,objective-c,2015-01-01
27728476,java,2015-01-01
27728480,javascript,2015-01-01
27728483,python,2015-01-01
27728493,c#,2015-01-01
27728499,javascript,2015-01-01
27728503,java,2015-01-01
27728508,php,2015-01-01
27728509,c#,2015-01-01
27728534,c++,2015-01-01
27728538,javascript,2015-01-01
27728544,c#,2015-01-01
27728546,assembly,2015-01-01
27728548,java,2015-01-01
27728550,java,2015-01-01
27728567,c++,2015-01-01
27728568,php,2015-01-01
27728569,c#,2015-01-01
27728570,javascript,2015-01-01
27728575,swift,2015-01-01
27728577,c#,2015-01-01
27728584,java,2015-01-01
27728586,python,2015-01-01
27728587,sql,2015-01-01
27728598,javascript,2015-01-01
27728602,javascript,2015-01-01
27728604,python,2015-01-01
27728606,c#,2015-01-01
27728614,java,2015-01-01
27728618,c,2015-01-01
27728624,php,2015-01-01
27728625,sql,2015-01-01
27728629,java,2015-01-01
27728650,c#,2015-01-01
27728652,c++,2015-01-01
27728659,c++,2015-01-01
27728663,javascript,2015-01-01
27728665,objective-c,2015-01-01
27728667,javascript,2015-01-01
27728672,objective-c,2015-01-01
27728674,php,2015-01-01
27728685,c#,2015-01-01
27728687,python,2015-01-01
27728688,javascript,2015-01-01
27728695,python,2015-01-01
27728697,c#,2015-01-01
27728707,python,2015-01-01
27728715,php,2015-01-01
27728731,scala,2015-01-01
27728732,c#,2015-01-01
27728733,java,2015-01-01
27728734,javascript,2015-01-01
27728736,javascript,2015-01-01
27728737,javascript,2015-01-01
27728740,c#,2015-01-01
27728751,swift,2015-01-01
27728753,javascript,2015-01-01
27728755,java,2015-01-01
27728775,python,2015-01-01
27728790,javascript,2015-01-01
27728791,java,2015-01-01
27728793,scala,2015-01-01
27728803,php,2015-01-01
27728811,javascript,2015-01-01
27728821,python,2015-01-01
27728823,php,2015-01-01
27728824,javascript,2015-01-01
27728829,python,2015-01-01
27728832,javascript,2015-01-01
27728836,java,2015-01-01
27728838,haskell,2015-01-01
27728875,c++,2015-01-01
27728885,objective-c,2015-01-01
27728895,java,2015-01-01
27728896,objective-c,2015-01-01
27728899,php,2015-01-01
27728905,java,2015-01-01
27728906,c++,2015-01-01
27728909,javascript,2015-01-01
27728918,python,2015-01-01
27728920,sql,2015-01-01
27728922,java,2015-01-01
27728923,c#,2015-01-01
27728926,go,2015-01-01
27728927,javascript,2015-01-01
27728931,c++,2015-01-01
27728934,php,2015-01-01
27728946,c++,2015-01-01
27728961,javascript,2015-01-01
27728965,java,2015-01-01
27728967,c#,2015-01-01
27728978,python,2015-01-01
27728982,javascript,2015-01-01
27728989,python,2015-01-01
27728990,java,2015-01-01
27729001,java,2015-01-01
27729020,java,2015-01-01
27729046,javascript,2015-01-01
27729058,java,2015-01-01
27729059,java,2015-01-01
27729074,r,2015-01-01
27729080,c++,2015-01-01
27729083,javascript,2015-01-01
27729086,java,2015-01-01
27729094,c++,2015-01-01
27729099,javascript,2015-01-01
27729102,c#,2015-01-01
27729111,c++,2015-01-01
27729113,c#,2015-01-01
27729118,sql,2015-01-01
27729120,c#,2015-01-01
27729123,c#,2015-01-01
27729131,java,2015-01-01
27729141,r,2015-01-01
27729144,c#,2015-01-01
27729148,javascript,2015-01-01
27729150,objective-c,2015-01-01
27729154,c#,2015-01-01
27729156,java,2015-01-01
27729160,java,2015-01-01
27729171,php,2015-01-01
27729177,c++,2015-01-01
27729179,python,2015-01-01
27729182,c#,2015-01-01
27729191,java,2015-01-01
27729207,php,2015-01-01
27729210,python,2015-01-01
27729221,php,2015-01-01
27729224,php,2015-01-01
27729226,bash,2015-01-01
27729229,php,2015-01-01
27729232,java,2015-01-01
27729234,javascript,2015-01-01
27729235,perl,2015-01-01
27729237,java,2015-01-01
27729238,java,2015-01-01
27729247,javascript,2015-01-01
27729248,c++,2015-01-01
27729254,javascript,2015-01-01
27729270,c#,2015-01-01
27729272,java,2015-01-01
27729274,c#,2015-01-01
27729276,javascript,2015-01-01
27729275,c#,2015-01-01
27729281,sql,2015-01-01
27729283,javascript,2015-01-01
27729698,java,2015-01-01
27729291,c#,2015-01-01
27729292,swift,2015-01-01
27729293,php,2015-01-01
27729298,java,2015-01-01
27729300,php,2015-01-01
27729312,php,2015-01-01
27729317,php,2015-01-01
27729320,java,2015-01-01
27729326,matlab,2015-01-01
27729331,ruby,2015-01-01
27729333,c++,2015-01-01
27729334,c#,2015-01-01
27729346,java,2015-01-01
27729351,javascript,2015-01-01
27729358,javascript,2015-01-01
27729367,php,2015-01-01
27729370,sql,2015-01-01
27729380,javascript,2015-01-01
27729388,java,2015-01-01
27729390,perl,2015-01-01
27729398,java,2015-01-01
27729403,bash,2015-01-01
27729404,python,2015-01-01
27729405,java,2015-01-01
27729421,php,2015-01-01
27729439,java,2015-01-01
27729445,javascript,2015-01-01
27729454,c++,2015-01-01
27729465,swift,2015-01-01
27729466,c#,2015-01-01
27729467,c++,2015-01-01
27729468,java,2015-01-01
27729475,javascript,2015-01-01
27729487,python,2015-01-01
27729490,objective-c,2015-01-01
27729492,javascript,2015-01-01
27729495,php,2015-01-01
27729514,java,2015-01-01
27729534,c#,2015-01-01
27729547,java,2015-01-01
27729552,php,2015-01-01
27729560,c#,2015-01-01
27729571,c#,2015-01-01
27729582,javascript,2015-01-01
27729595,java,2015-01-01
27729599,c#,2015-01-01
27729607,java,2015-01-01
27729611,c++,2015-01-01
27729616,c++,2015-01-01
27729618,matlab,2015-01-01
27729620,php,2015-01-01
27729624,javascript,2015-01-01
27729632,java,2015-01-01
27729637,php,2015-01-01
27729638,java,2015-01-01
27729642,javascript,2015-01-01
27729644,ruby,2015-01-01
27729645,c++,2015-01-01
27729670,php,2015-01-01
27729671,python,2015-01-01
27729674,javascript,2015-01-01
27729681,python,2015-01-01
27729685,c#,2015-01-01
27729692,c,2015-01-01
27729697,c#,2015-01-01
27729701,javascript,2015-01-01
27729702,c++,2015-01-01
27729717,c,2015-01-01
27729719,matlab,2015-01-01
27729730,javascript,2015-01-01
27729732,objective-c,2015-01-01
27729741,python,2015-01-01
27729742,php,2015-01-01
27729750,java,2015-01-01
27729760,python,2015-01-01
27729764,php,2015-01-01
27729770,java,2015-01-01
27729776,c++,2015-01-01
27729778,python,2015-01-01
27729779,javascript,2015-01-01
27729786,php,2015-01-01
27729790,javascript,2015-01-01
27729792,c#,2015-01-01
27729810,python,2015-01-01
27729813,sql,2015-01-01
27729815,python,2015-01-01
27729816,c#,2015-01-01
27729821,php,2015-01-01
27729822,javascript,2015-01-01
27729827,matlab,2015-01-01
27729832,swift,2015-01-01
27729837,c#,2015-01-01
27729842,php,2015-01-01
27729846,java,2015-01-01
27729851,java,2015-01-01
27729853,ruby,2015-01-01
27729859,javascript,2015-01-01
27729862,ruby,2015-01-01
27729865,java,2015-01-01
27729868,swift,2015-01-01
27729878,sql,2015-01-01
27729879,java,2015-01-01
27729881,c#,2015-01-01
27729884,sql,2015-01-01
27729893,php,2015-01-01
27729907,java,2015-01-01
27729908,java,2015-01-01
27729912,c++,2015-01-01
27729919,java,2015-01-01
27729920,java,2015-01-01
27729930,c,2015-01-01
27729935,java,2015-01-01
27729937,java,2015-01-01
27729944,php,2015-01-01
27729947,bash,2015-01-01
27729951,java,2015-01-01
27729953,java,2015-01-01
27729956,javascript,2015-01-01
27729961,java,2015-01-01
27729977,php,2015-01-01
27729979,c,2015-01-01
27729982,java,2015-01-01
27729983,ruby,2015-01-01
27734095,r,2015-01-01
27730002,c#,2015-01-01
27730004,php,2015-01-01
27730017,c#,2015-01-01
27730024,java,2015-01-01
27730028,php,2015-01-01
27730036,python,2015-01-01
27730041,python,2015-01-01
27730044,python,2015-01-01
27730046,sql,2015-01-01
27730052,scala,2015-01-01
27730067,objective-c,2015-01-01
27730068,java,2015-01-01
27730080,python,2015-01-01
27730086,java,2015-01-01
27730103,r,2015-01-01
27730108,swift,2015-01-01
27730115,java,2015-01-01
27730123,c++,2015-01-01
27730124,r,2015-01-01
27730134,c#,2015-01-01
27730141,php,2015-01-01
27730150,javascript,2015-01-01
27730152,php,2015-01-01
27730154,java,2015-01-01
27730158,c++,2015-01-01
27730159,sql,2015-01-01
27730162,java,2015-01-01
27730170,ruby,2015-01-01
27730176,php,2015-01-01
27730187,python,2015-01-01
27730190,javascript,2015-01-01
27730191,python,2015-01-01
27730194,php,2015-01-01
27730195,scala,2015-01-01
27730211,javascript,2015-01-01
27730224,javascript,2015-01-01
27730227,c++,2015-01-01
27730235,c++,2015-01-01
27730247,c++,2015-01-01
27730249,php,2015-01-01
27730254,c++,2015-01-01
27730255,c++,2015-01-01
27730260,php,2015-01-01
27730261,php,2015-01-01
27730270,php,2015-01-01
27730274,java,2015-01-01
27730277,javascript,2015-01-01
27730280,python,2015-01-01
27730282,c#,2015-01-01
27730283,php,2015-01-01
27730287,ruby,2015-01-01
27730295,php,2015-01-01
27730296,python,2015-01-01
27730306,c#,2015-01-01
27730314,c#,2015-01-01
27730321,javascript,2015-01-01
27730330,java,2015-01-01
27730334,php,2015-01-01
27730336,javascript,2015-01-01
27730337,c++,2015-01-01
27730338,ruby,2015-01-01
27730343,c#,2015-01-01
27730349,java,2015-01-01
27730366,java,2015-01-01
27730377,c#,2015-01-01
27730378,java,2015-01-01
27730379,php,2015-01-01
27730382,c#,2015-01-01
27730389,r,2015-01-01
27730392,javascript,2015-01-01
27730395,java,2015-01-01
27730410,python,2015-01-01
27730413,php,2015-01-01
27730418,java,2015-01-01
27730419,sql,2015-01-01
27730422,perl,2015-01-01
27730425,java,2015-01-01
27730434,sql,2015-01-01
27730460,c,2015-01-01
27730462,javascript,2015-01-01
27730465,swift,2015-01-01
27730470,c,2015-01-01
27730491,php,2015-01-01
27730500,java,2015-01-01
27730509,python,2015-01-01
27730508,java,2015-01-01
27730511,c,2015-01-01
27730513,c++,2015-01-01
27730518,java,2015-01-01
27730520,java,2015-01-01
27730529,python,2015-01-01
27730534,c++,2015-01-01
27730538,c#,2015-01-01
27730543,python,2015-01-01
27730545,java,2015-01-01
27730546,c#,2015-01-01
27730547,c#,2015-01-01
27730550,matlab,2015-01-01
27730566,swift,2015-01-01
27730575,c#,2015-01-01
27730578,objective-c,2015-01-01
27730580,python,2015-01-01
27730594,php,2015-01-01
27730598,java,2015-01-01
27730600,r,2015-01-01
27730611,c++,2015-01-01
27730619,php,2015-01-01
27730620,bash,2015-01-01
27730623,c,2015-01-01
27730627,swift,2015-01-01
27730632,php,2015-01-01
27730642,javascript,2015-01-01
27730658,swift,2015-01-01
27730670,c#,2015-01-01
27730671,swift,2015-01-01
27730673,javascript,2015-01-01
27730674,swift,2015-01-01
27730678,java,2015-01-01
27730679,ruby,2015-01-01
27730697,javascript,2015-01-01
27730704,javascript,2015-01-01
27730707,scala,2015-01-01
27730708,c#,2015-01-01
27730715,python,2015-01-01
27730721,php,2015-01-01
27730730,sql,2015-01-01
27730732,c,2015-01-01
